"trap" "tubetotal" "occupation" "share_occ" "share_int" "share_unocc_wtint" "length" "spec_num" "bee_num" "oca" "oc" "or" "or_chambers" "or_males_p" "or_females_p" "or_parasite_num" "or_parasite_infested_p" "or_parasite_death_p" "or_unknown_death_p" "or_total_death_p" "or_total_alive_p" "days" "juliandays" "trap_o" "tube_o" "shade" "windprotection" "hang_location" "hang_location_sp" "floor" "flowers_100m" "seminatural_flowers" "exotic_flowers" "treespecies" "treeheight" "rainprotection" "visibility" "distance" "distance_class" "RW" "HW" "dist_forage0" "dist_forage2" "dist_nest0" "dist_nest2" "share_f0_250" "share_f2_250" "share_n0_250" "share_n2_250" "MSI_250" "MPFD_250" "TE_250" "ED_250" "MPS_250" "NumP_250" "share_f0_500" "share_f2_500" "share_n0_500" "share_n2_500" "MSI_500" "MPFD_500" "TE_500" "ED_500" "MPS_500" "NumP_500" "share_f0_750" "share_f2_750" "share_n0_750" "share_n2_750" "MSI_750" "MPFD_750" "TE_750" "ED_750" "MPS_750" "NumP_750" "share_f0_1000" "share_f2_1000" "share_n0_1000" "share_n2_1000" "MSI_1000" "MPFD_1000" "TE_1000" "ED_1000" "MPS_1000" "NumP_1000" "hang_location_sp.t" "juliandays.t" "shade.t" "hang_location.t"
266 32 "unbelegt" 0 37.5 37.5 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 87 157 NA "WO" "Halblicht" "TRUE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" NA NA NA NA 2210 "Subzentrum" 4525685 5687397 26.51327166 338.6438357 26.51327166 176.8687128 19.01589651 0 16.18350539 1.935632571 1.36419 1.383593125 7320.5661 0.037302901 12265.41033 16 14.17437771 6.312253144 19.96154012 11.57790993 1.720621538 1.395583077 24046.89166 0.030625525 30199.66051 26 17.60431082 13.95847671 26.45496081 12.35404759 1.623990882 1.450087647 59218.98772 0.033517012 17321.89933 102 20.34010245 10.14417983 26.53444359 17.35841966 1.559435461 1.375873972 99189.30975 0.031577116 17321.89933 141 "ClassB" 12 "Partly_shaded" "Backyard_or_park"
268 32 "unbelegt" 0 46.875 46.875 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 84 159 NA NA "Halbschatten" "FALSE" "Park" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" NA NA NA NA 4098 "Surburban" 4530204 5689091 75.37137479 8.769684245 8.769684245 0 5.586590329 54.2147882 40.86560109 37.26130864 1.562226 1.4096484 11743.23776 0.059839201 7849.862613 25 3.24391307 70.09773145 21.08486962 11.50288436 1.843161333 1.410369 29385.33973 0.03742444 26173.03911 30 3.751483186 66.2592887 12.97470111 8.300396263 1.484442791 1.303210349 54087.12811 0.030612461 20544.57828 86 12.80077804 52.19970084 20.53674696 7.568411643 1.554326831 1.394864296 94999.52965 0.030243291 20544.57828 142 "ClassB" 14 "Partly_shaded" "Backyard_or_park"
269 35 "unbelegt" 0 45.714285714 45.714285714 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 95 160 "S" "WO" "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" "Andere" NA "Trocken" "Verdeckt" 4811 "Surburban" 4530558 5691448 0.60937218 256.8511163 0.60937218 463.3035579 50.70247091 0 62.52700743 0 1.59162 1.463678571 4639.05277 0.023638899 28035.22362 7 47.5095289 15.40134156 56.89671363 0.502712942 1.816416842 1.460524211 18567.87212 0.023647581 41325.85121 19 44.56924509 10.59010646 50.60778539 1.573739487 1.61072 1.842196154 48194.50709 0.02727733 27182.05741 65 38.01411114 13.30225899 42.70927863 1.838585097 1.563303594 1.4203175 87698.77138 0.02791908 27182.05741 128 "ClassB" 15 "Partly_shaded" "Garden_or_allotment"
270 34 "belegt" 20.588235294 32.352941176 14.705882353 9.4 2 1 0 0 1 37 78.79 21.21 0 0 0 10.81 10.81 89.19 96 162 "S" "WO" "Halblicht" "FALSE" "Haus" "Balkon" 1 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus allen Richtungen (frei hängend)" 880 "Zentrum" 4525464 5690133 100.5630113 193.0431663 100.5630113 140.3553275 6.639427667 1.327680081 11.19201751 11.01431268 1.47746 1.410519167 5519.95105 0.028127631 16353.88044 12 4.439984877 15.47712105 17.44965786 10.21533397 1.655942222 1.359101667 17265.13674 0.02198845 43621.73184 18 11.31982052 17.47262839 22.49992688 8.023961298 1.516912692 1.385136154 38717.64292 0.021913575 33977.57177 52 18.53181593 15.27804435 27.49174927 9.852896153 1.534876875 1.368661979 76313.55505 0.024294573 33977.57177 96 "ClassA" 17 "Partly_shaded" "House"
271 33 "belegt" 21.212121212 24.242424242 9.0909090909 9.41 1 1 0 0 1 54 NA NA 1 37.04 25.93 18.52 44.44 55.56 92 160 "W" "NS" "Halbschatten" "FALSE" "Hausgarten" "Schuppenwand" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 38030 "Laendlicher Raum" 4558294 5669265 51.51011542 0 31.51746269 172.0246615 55.7649789 35.09667362 71.56272979 2.769800796 1.447167619 1.398024762 9009.59049 0.045909545 9345.07454 21 59.12874965 30.25631185 72.75904971 5.503142374 2.350513333 1.46958 28313.99342 0.03606 37390.05586 21 56.39657121 23.73743266 65.95029366 8.887477952 1.655024556 1.398808556 59093.83903 0.03344618 19631.48594 90 51.6227853 18.99476762 62.14613212 12.80362763 1.615662734 3.300248273 97051.72653 0.030903065 19631.48594 139 "ClassC" 15 "Partly_shaded" "Garden_or_allotment"
272 33 "belegt" 3.0303030303 30.303030303 27.272727273 12.1 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 96 164 "S" "WO" "Vollschatten" "FALSE" "Haus" "Balkon" 1 "TRUE" "TRUE" "TRUE" NA NA NA NA 2690 "Subzentrum" 4528728 5688854 62.58257378 200.3189969 62.58257378 292.7206799 7.309500321 0.914328875 11.83069099 0 1.411943846 1.654364615 6273.1782 0.031965799 15095.88964 13 12.58136172 5.980509936 16.24113905 3.368014998 2.096317647 1.405375294 25325.01111 0.032253306 46187.71607 17 15.58188145 9.810110136 19.42234475 3.199585381 1.554048182 1.362843864 59608.13595 0.033737264 20077.65605 88 16.094935 13.05402132 20.71953708 1.916271338 1.570259478 1.406636119 98785.41739 0.031448536 20077.65605 134 "ClassA" 19 "Fully_shaded" "House"
275 34 "belegt" 14.705882353 26.470588235 11.764705882 9.93 1 1 0 0 1 32 30.77 69.23 1 6.25 3.12 15.62 18.75 81.25 98 162 "S" "WO" "Halblicht" "FALSE" "Haus" "Balkon" NA "TRUE" "FALSE" "TRUE" NA NA NA NA 954 "Zentrum" 4525260 5689946 250.739309 361.1582904 250.739309 341.909644 0 0 0 0 1.277255 1.272125 2408.99268 0.012275337 98123.28266 2 11.01613794 2.373540788 14.8310031 6.670054084 1.710203333 1.401721905 17061.27841 0.021728821 37390.05587 21 18.65733827 10.72027038 30.0853145 6.580419517 1.501072034 1.363786271 43214.16494 0.024458535 29946.33417 59 23.55869393 13.30933806 34.52795606 8.55747322 1.568246571 1.393128952 79341.10533 0.0252584 29946.33417 105 "ClassA" 17 "Partly_shaded" "House"
278 30 "belegt" 3.3333333333 20 16.666666667 13.5 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 89 157 "E" "NS" "Halbschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" "Andere" "Normal" "Trocken" "Aus allen Richtungen (frei hängend)" 9664 "Laendlicher Raum" 4533420 5695909 24.03466433 0 40.96779215 25.52764018 30.969031 68.23156505 28.49487685 6.175314048 1.440976842 1.382328947 9105.04948 0.046395969 10328.7666 19 64.24306884 24.57295513 64.55374522 9.846696533 1.581538966 1.383296207 21949.94323 0.027954903 27075.5577 29 64.32330255 12.61497439 64.96594787 20.41016309 1.480691029 1.461617941 41796.85244 0.023656359 25982.849 68 66.4651355 10.08354926 68.12946418 19.99540131 1.528661731 1.448976538 69434.83069 0.022104718 25982.849 104 "ClassB" 12 "Partly_shaded" "Garden_or_allotment"
279 32 "belegt" 18.75 25 6.25 9.61 1 1 0 0 1 40 21.21 78.79 1 50 17.5 0 17.5 82.5 97 162 NA NA "Halbschatten" "FALSE" "Haus" "Balkon" 5 "TRUE" "FALSE" "TRUE" NA NA NA NA 2626 "Subzentrum" 4524055 5687955 83.28481294 245.9896153 83.28481294 193.4185819 32.41371778 0.053951085 32.41371778 5.967579498 1.822417778 1.441264444 6652.40008 0.033898173 21805.17393 9 25.2636883 1.305185709 25.49051237 19.21059011 1.9234275 1.379255625 22779.45162 0.029011344 49074.44832 16 21.08197629 4.810225109 24.71015217 21.98362013 1.551102667 1.403129833 46738.10564 0.02645303 29447.22887 60 25.96788437 8.496383972 31.67862223 20.66291223 1.644986532 1.410333871 95086.46337 0.030270966 29447.22887 124 "ClassA" 17 "Partly_shaded" "House"
280 30 "unbelegt" 0 6.6666666667 6.6666666667 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 96 160 "W" "NS" "Halblicht" "FALSE" "Hinterhof" "Freisthehendes Objekt" 0 "TRUE" "FALSE" "FALSE" NA NA NA NA 18368 "Laendlicher Raum" 4544468 5690667 184.0009043 0 184.0009043 336.6280051 10.30618555 89.69381445 10.30618555 0 1.763233333 1.337256667 4199.06987 0.021396909 65415.52178 3 40.30834539 56.69620606 40.54183688 2.807327825 1.593205 1.407112857 13609.60691 0.017332858 56085.0838 14 53.10882062 35.46911725 54.65449432 5.548296284 1.36824339 0.621792881 32399.77993 0.018337764 29946.33444 59 53.71125618 24.34246863 57.65017821 10.85040821 1.477510684 1.384093675 67003.76278 0.021330782 29946.33444 117 "ClassE" 15 "Partly_shaded" "Backyard_or_park"
281 35 "belegt" 62.857142857 31.428571429 0 9.84 2 2 0 1 1 214 NA NA 2 18.22 6.07 20.56 26.64 73.36 78 147 "N" "WO" "Volllicht" "FALSE" "Haus" "Balkon" 4 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 4435 "Surburban" 4530157 5691426 0 306.6849673 0 653.3126974 54.13698591 0 54.13698591 0 1.443407857 1.418015714 6055.49207 0.030856551 14017.61181 14 51.82188484 4.207683008 54.41810575 0 1.664192 1.399830667 17343.9626 0.022088841 52346.07821 15 42.10309164 12.67918137 47.72599189 0.861898337 1.60722254 1.528525079 46016.46922 0.026044595 28044.97987 63 38.44172496 16.84203774 43.4603898 0.670103329 1.582910182 1.390457818 83476.06754 0.026574774 28044.97987 110 "ClassA" 2 "Fully_sunlit" "House"
282 32 "belegt" 9.375 40.625 31.25 11.3 2 1 0 0 1 21 38.1 61.9 0 0 0 0 0 100 101 165 "S" "WO" "Halbschatten" "TRUE" "Haus" "Balkon" 2 "TRUE" "TRUE" "TRUE" NA NA NA NA 2292 "Subzentrum" 4528355 5688998 54.7645186 480.4915599 80.98672273 667.0414009 14.15858868 0 23.64405002 0 1.355226 1.373198 5500.19983 0.028026986 19624.65653 10 19.91938056 0.125634814 26.12684259 0 2.4937975 1.41591125 21532.60793 0.027423395 98148.89665 8 15.06363443 2.625903141 20.58058135 0.350753326 1.455134648 1.376114789 52044.93932 0.029456614 24884.98214 71 20.88381253 7.03230226 26.54859243 1.773352936 1.52462152 1.37041216 97810.25978 0.031138092 24884.98214 125 "ClassA" 20 "Partly_shaded" "House"
283 29 "unbelegt" 0 41.379310345 41.379310345 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 95 159 NA NA "Vollschatten" "FALSE" "Hausgarten" "Holzzaun" 0 "TRUE" "TRUE" "FALSE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 3034 "Subzentrum" 4526296 5692591 155.0059186 151.280504 155.0059186 357.9317529 4.303259715 4.985529924 4.303259715 0 1.22965 1.295693333 2695.57873 0.013735673 65415.52178 3 4.402158771 13.91700803 13.1075943 1.783209404 1.914320625 1.445150625 17174.73944 0.021873322 49074.44832 16 10.45159399 14.75683091 16.56511277 2.818999124 1.553724932 1.431305753 50679.80188 0.028683968 24203.20181 73 12.29796626 12.85111653 17.09277585 2.122576386 1.5740005 1.37873125 92683.30822 0.029505917 24203.20181 120 "ClassE" 14 "Fully_shaded" "Garden_or_allotment"
288 34 "belegt" 35.294117647 35.294117647 8.8235294118 9.86 1 1 0 0 1 100 NA NA 1 42 22 3 25 75 90 160 "S" "WO" "Vollschatten" "TRUE" "Hausgarten" "Metallzaun" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 9975 "Laendlicher Raum" 4534878 5694360 115.5958771 89.5922613 141.9936328 142.6558669 2.115232492 28.41371931 12.68002491 2.13123015 1.409476111 1.40488 6873.58516 0.035025251 10902.58696 18 14.67745854 33.27798827 22.62317542 3.422966287 1.961046667 1.421946667 29562.86041 0.037650526 23793.67191 33 25.69134686 35.92738579 36.00192969 4.919547509 1.486104264 1.413456744 64884.89935 0.036723829 13696.38552 129 27.04580658 39.04782539 37.84435351 6.795875534 1.503030266 1.014447074 106152.6231 0.033793901 13696.38552 188 "ClassE" 15 "Fully_shaded" "Garden_or_allotment"
289 33 "belegt" 21.212121212 18.181818182 3.0303030303 9.58 2 2 0 1 1 31 NA NA 1 38.71 16.13 25.81 41.94 58.06 94 162 "S" "WO" "Volllicht" "FALSE" "Haus" "Balkon" 4 "TRUE" "FALSE" "TRUE" NA NA NA NA 2853 "Subzentrum" 4523912 5687770 48.77853707 17.85305486 48.77853707 295.9322743 20.12836649 4.091586533 20.12836649 0 1.547951818 1.39589 6339.32062 0.032302836 17840.59685 11 32.98118938 2.736384744 32.98118938 8.786933022 1.881450526 1.415634211 21327.49851 0.027162173 41325.85122 19 28.03649522 6.153584746 30.04430731 16.13778178 1.55047375 1.231772639 50370.32576 0.028508809 24539.35743 72 25.32657697 10.8237059 31.46763314 18.11925311 1.584573305 1.294858559 87758.68461 0.027938153 24539.35743 118 "ClassA" 17 "Fully_sunlit" "House"
295 33 "unbelegt" 0 30.303030303 30.303030303 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 91 159 "S" "WO" "Vollschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Andere" "Hoch (>2m)" "Beregnet" "Aus allen Richtungen (frei hängend)" 6439 "Surburban" 4531790 5686485 147.3666771 26.35265504 55.36200922 143.0338828 11.34714521 42.94909724 13.36213279 3.282823532 1.320254762 1.420984286 7965.55007 0.040589501 9345.07454 21 31.30796602 43.33570924 32.17001074 2.803939645 1.725763 1.3775435 20367.28586 0.02593927 39259.55866 20 38.31531625 40.89725592 45.26900687 3.001669734 1.4237272 1.400210267 44324.7011 0.025087081 23557.78309 75 38.88063338 45.77462681 46.76875597 3.078689019 1.430871985 1.392135221 80495.47673 0.025625897 23557.78309 136 "ClassB" 14 "Fully_shaded" "Garden_or_allotment"
296 33 "unbelegt" 0 54.545454545 54.545454545 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 96 171 "S" "WO" "Halblicht" "TRUE" "Hinterhof" "Fenster" 3 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 2302 "Subzentrum" 4528256 5688671 35.92474944 358.4951277 35.92474944 794.8192491 37.77054429 0 36.00662691 0 1.416725 1.393152857 7359.53821 0.037501488 14017.61181 14 22.5080675 2.372863751 24.87170625 0 2.091066154 1.406254615 23684.44113 0.030163917 60399.32101 13 25.12433044 6.400417539 30.93745342 0 1.393311233 1.373721233 49835.51916 0.028206117 24203.20181 73 26.95457703 13.84217157 36.23331815 0.870242633 1.55619879 1.406763065 95418.97694 0.030376823 24203.20181 124 "ClassD" 26 "Partly_shaded" "Backyard_or_park"
298 29 "belegt" 51.724137931 55.172413793 6.8965517241 8.51 2 1 0 0 1 92 NA NA 1 58.7 39.13 5.43 44.57 55.43 89 159 "N" "WO" "Halbschatten" "FALSE" "Hausgarten" "Schuppenwand" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 10129 "Laendlicher Raum" 4532817 5681951 68.91363754 0 67.40739959 194.2172141 29.14990061 62.32112413 37.08644216 0.592433716 1.375172353 1.380716471 7117.72701 0.036269307 11543.91561 17 67.15190545 26.06374505 75.59807284 0.898929909 1.880011429 1.431245 16385.72801 0.020868457 56085.0838 14 69.37857108 17.55181994 76.60482447 0.765901881 1.609117451 1.934057843 30540.36286 0.017285363 34643.79867 51 64.98598131 16.66324622 76.12949175 0.798600119 1.520698415 1.478582561 59851.40788 0.019053816 34643.79867 82 "ClassC" 14 "Partly_shaded" "Garden_or_allotment"
299 31 "unbelegt" 0 41.935483871 41.935483871 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 99 166 NA NA "Halblicht" "FALSE" "Hausgarten" "Baum/Strauch" NA "TRUE" "TRUE" "TRUE" "andere Rosaceae" "Normal" NA NA 7646 "Surburban" 4533396 5691951 236.6449029 0 176.5030477 404.2464841 0.699948724 62.08896779 4.773749391 0 1.588375833 1.44703 5162.72863 0.026307358 16353.88044 12 29.00713922 39.20641088 42.3653766 0.967708337 1.89269963 1.39826037 26772.32759 0.034096572 29081.15456 27 39.95445437 27.72953576 53.61611171 4.03674746 1.69659 1.41634375 55793.76952 0.031578393 24539.35739 72 42.96239606 23.28963958 52.61934674 8.29878349 1.623596552 1.411678793 86901.55595 0.027665285 24539.35739 116 "ClassB" 21 "Partly_shaded" "Garden_or_allotment"
300 32 "unbelegt" 0 28.125 28.125 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 93 160 NA "WO" "Volllicht" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 9514 "Laendlicher Raum" 4526756 5680067 82.84095707 0 38.42197933 281.1888226 7.590112722 49.95391202 19.11810804 0 1.948396316 1.446184737 11068.62943 0.056401647 10328.7666 19 9.566631117 25.37782165 26.39544772 13.56251833 2.133045152 1.412436667 35505.49668 0.04521892 23793.67191 33 12.77533249 16.56971664 30.89742965 26.24346352 1.811171548 1.331897024 69256.44714 0.039198056 21033.73491 84 9.261054437 13.94569983 35.83590858 27.5848138 1.763827949 1.386276068 106346.2183 0.033855532 21033.73491 117 "ClassB" 15 "Fully_sunlit" "Garden_or_allotment"
301 25 "belegt" 16 20 12 10.06 1 1 0 0 1 23 NA NA 1 60.87 43.48 4.35 47.83 52.17 83 160 "E" "NS" "Halbschatten" "TRUE" "Hinterhof" "Mauer" 0 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2994 "Subzentrum" 4528598 5691260 367.5122962 218.1579303 218.1579303 185.9276761 0 2.303445489 2.399093735 5.073250482 1.589885 1.43273 2745.72249 0.013991187 49061.64133 4 5.800252829 8.875018916 13.34183018 10.78883919 1.678815217 1.38828087 19520.96236 0.024861413 34138.74666 23 17.37075695 13.80700876 28.1134843 7.532304307 1.5184612 1.429136667 50405.65351 0.028528804 23557.78294 75 21.66105045 13.62433739 39.68404626 4.930933012 1.546994359 1.344680342 86825.09142 0.027640942 23557.78294 117 "ClassD" 15 "Partly_shaded" "Backyard_or_park"
302 30 "belegt" 40 46.666666667 10 9.57 2 1 0 0 1 44 NA NA 1 25 13.64 13.64 27.27 72.73 93 159 "N" "WO" "Halblicht" "TRUE" "Haus" "Fenster" 2 "TRUE" "FALSE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 2774 "Subzentrum" 4523956 5687841 13.17505716 94.96459658 13.17505716 261.7801089 29.63024761 3.225045295 29.63024761 0 1.662934 1.130375 6381.30532 0.032516775 19624.65653 10 31.06839756 2.71012326 31.06839756 11.41806162 1.868142353 1.390407059 21679.41407 0.027610364 46187.71607 17 25.62375357 5.292392123 28.08357657 18.11782255 1.646012121 0.912499394 48910.26356 0.027682437 26770.20806 66 25.48652673 10.28290625 31.25045969 19.11760016 1.560312231 2.143355868 89284.45224 0.028423884 26770.20806 121 "ClassD" 14 "Partly_shaded" "House"
303 29 "belegt" 6.8965517241 44.827586207 37.931034483 14.1 1 1 0 0 1 18 25 75 0 0 0 11.11 11.11 88.89 74 159 "S" "WO" "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" NA NA NA NA 2780 "Subzentrum" 4528855 5690124 118.231898 213.5478529 118.231898 896.9748381 16.75949124 0.658291572 15.28427761 0 1.314391111 1.42998 4705.73199 0.023978672 21805.17393 9 24.25491334 12.60438035 28.97227652 0 2.065186429 1.418427143 22064.80357 0.028101186 56085.0838 14 19.35682958 17.0405259 30.62356498 0 1.55368439 1.366747561 54889.55759 0.031066623 21546.75283 82 15.51521394 16.75330914 27.91461017 0.413803966 1.502920325 1.376905854 90292.55274 0.028744815 21546.75283 123 "ClassB" 14 "Partly_shaded" "Backyard_or_park"
304 36 "belegt" 8.3333333333 25 16.666666667 10.2 2 1 0 0 1 14 30.77 69.23 1 7.14 7.14 0 7.14 92.86 98 162 "S" "WO" "Halblicht" "TRUE" "Haus" "Mauer" 2 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2841 "Subzentrum" 4524261 5687424 88.92717358 11.77707444 88.92717358 63.7641744 4.48968857 21.02838037 6.577723732 30.77920038 1.459204167 1.381258333 6580.15256 0.033530027 16353.88044 12 12.01060205 17.44517834 15.83010679 29.33655882 1.891497647 1.382924118 20830.98154 0.026529821 46187.71631 17 16.07775935 19.80143105 19.39029003 31.96635686 1.696439211 1.452543158 51876.29197 0.029361162 23247.81228 76 21.69555663 21.79359929 30.14555761 28.46465305 1.662566977 1.388292481 94648.23391 0.030131455 23247.81228 129 "ClassD" 17 "Partly_shaded" "House"
305 30 "unbelegt" 0 40 40 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 86 156 "N" "WO" "Vollschatten" "TRUE" "Haus" "Balkon" 1 "TRUE" "TRUE" "TRUE" NA NA NA NA 3257 "Subzentrum" 4523742 5687349 68.70215177 104.4830852 68.70215177 153.6502602 18.48125265 12.65761779 23.6002826 4.087767252 1.5144056 1.7436992 8748.6388 0.044579831 7849.862613 25 22.89494402 17.76467075 33.89359061 1.809107716 1.825798214 1.384719286 28098.50903 0.035785564 28042.5419 28 28.4254948 18.84681754 38.71738719 7.775711745 1.500646988 1.379080964 54728.28314 0.030975344 21287.1534 83 26.64473241 20.60978077 36.48023914 13.89618347 1.623501204 1.41436213 85811.29765 0.027318199 21287.1534 108 "ClassA" 11 "Fully_shaded" "House"
307 31 "belegt" 3.2258064516 48.387096774 45.161290323 9.4 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 75 155 "N" "WO" "Vollschatten" "FALSE" "Haus" "Balkon" 2 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 2616 "Subzentrum" 4526004 5686948 49.02280488 413.090465 49.02280488 407.7169275 13.84797799 0 13.76139056 0 1.574210714 1.055593571 5844.35894 0.029780694 14017.61181 14 22.35338277 1.319224355 23.46560151 3.974209302 2.021204444 1.406317222 25573.96843 0.032570372 43621.73184 18 20.87662629 4.663693301 19.98858275 9.05688608 1.522772278 1.388277215 54356.45033 0.030764893 22364.98395 79 21.22105655 8.992171435 23.24631241 12.47548791 1.560097368 1.379884586 98718.23123 0.031427147 22364.98395 133 "ClassA" 10 "Fully_shaded" "House"
308 32 "unbelegt" 0 50 50 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 94 160 "E" "NS" "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "andere Rosaceae" "Normal" "Beregnet" "Aus 2 oder mehr Richtungen" 5185 "Surburban" 4531245 5688693 51.84827609 12.19688472 12.19688472 29.10520025 34.14439937 43.48728246 44.07418944 1.117667501 1.527599375 1.5373275 7526.58035 0.038352673 12265.41033 16 43.89757458 27.40496568 56.04815927 1.193073074 1.7230384 1.3898628 23220.33826 0.029572847 31407.64693 25 39.98992275 36.44633397 50.23388762 5.362400296 1.495371515 1.351536061 45046.94681 0.025495861 26770.20806 66 38.94415655 41.58782324 49.15515337 4.756978383 1.53323661 1.421427373 80027.66939 0.025476969 26770.20806 118 "ClassB" 15 "Partly_shaded" "Garden_or_allotment"
310 33 "unbelegt" 0 60.606060606 60.606060606 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 80 154 "N" "WO" "Vollschatten" "TRUE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" "Andere" "Normal" NA NA 11076 "Laendlicher Raum" 4515611 5686102 173.0778543 0 71.91980372 555.4269256 11.94578719 62.3708365 32.3667463 0 1.561171538 1.389019231 7545.90553 0.038451147 15095.88964 13 36.97631051 30.10435097 51.94134278 0 1.993118261 1.405713043 28890.67575 0.036794448 34138.74666 23 44.9317651 21.26427071 58.0284012 0.359849984 1.499172188 1.391142604 59550.94652 0.033704896 18404.51804 96 46.37272679 21.45747561 56.99864636 1.351346184 1.510171556 1.362952667 90647.96824 0.028857963 18404.51804 135 "ClassB" 9 "Fully_shaded" "Garden_or_allotment"
314 30 "belegt" 16.666666667 0 0 9.54 1 1 0 0 1 37 NA NA 0 0 0 78.38 78.38 21.62 65 160 NA NA "Volllicht" "TRUE" "Haus" "Balkon" 3 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 1497 "Subzentrum" 4526178 5688065 137.9287139 621.4112947 267.9232729 976.5931729 2.684230325 0 0 0 1.384425 1.392695 4031.32656 0.020542151 32707.76089 6 9.090564594 0 11.60274522 0 1.889730667 1.403574667 20354.41307 0.025922876 52346.0782 15 17.99079469 1.194535129 22.9394539 0 1.511003467 1.366281467 54252.86509 0.030706265 23557.78309 75 22.52861643 5.650757863 32.77860264 0.040737849 1.501833622 1.438837244 94284.52852 0.030015669 23557.78309 127 "ClassA" 15 "Fully_sunlit" "House"
315 NA "belegt" NA NA NA 9.76 1 1 0 0 1 94 NA NA 1 4.26 2.13 62.77 64.89 35.11 91 161 NA NA "Halbschatten" "FALSE" "Haus" "Balkon" 2 "TRUE" "FALSE" "FALSE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 2746 "Subzentrum" 4523994 5687839 49.15302943 121.3335542 49.15302943 224.5448205 24.91279532 3.225045295 24.91279532 1.475521742 1.800872727 1.456575455 6427.53827 0.032752361 17840.59685 11 29.12395463 2.578483825 29.12395463 14.49276424 1.92250125 1.390459375 22056.54889 0.028090674 49074.44832 16 24.11202008 5.795932514 26.95490898 19.97869209 1.575085079 1.37795 48753.03572 0.027593449 28044.97987 63 25.19287623 10.61947906 31.01510204 19.86555517 1.587644758 1.390219919 90486.80492 0.028806656 28044.97987 124 "ClassA" 16 "Partly_shaded" "House"
316 34 "belegt" 8.8235294118 26.470588235 17.647058824 9.5 1 1 0 0 1 24 35.29 64.71 1 41.67 25 4.17 29.17 70.83 85 159 NA NA "Halbschatten" "TRUE" "Haus" "Balkon" 2 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2306 "Subzentrum" 4524106 5688462 122.6621784 295.2678233 122.6621784 271.0191331 14.20216713 0 14.20216713 0 1.512755455 1.425530909 6864.64319 0.034979686 17840.59685 11 17.95846987 5.425497515 26.74277496 12.76252701 2.167455 1.419477 28766.96858 0.036636898 39259.55866 20 21.04702957 10.22510915 33.06684051 15.28786422 1.637403827 1.396847407 60006.95928 0.033962992 21812.76212 81 23.5524626 9.448293364 34.25952798 15.92311465 1.726151273 1.394105909 101060.5791 0.032172838 21812.76212 110 "ClassA" 14 "Partly_shaded" "House"
