"trap" "tubetotal" "occupation" "share_occ" "share_int" "share_unocc_wtint" "length" "spec_num" "bee_num" "oca" "oc" "or" "or_chambers" "or_males_p" "or_females_p" "or_parasite_num" "or_parasite_infested_p" "or_parasite_death_p" "or_unknown_death_p" "or_total_death_p" "or_total_alive_p" "days" "juliandays" "trap_o" "tube_o" "shade" "windprotection" "hang_location" "hang_location_sp" "floor" "flowers_100m" "seminatural_flowers" "exotic_flowers" "treespecies" "treeheight" "rainprotection" "visibility" "distance" "distance_class" "RW" "HW" "dist_forage0" "dist_forage2" "dist_nest0" "dist_nest2" "share_f0_250" "share_f2_250" "share_n0_250" "share_n2_250" "MSI_250" "MPFD_250" "TE_250" "ED_250" "MPS_250" "NumP_250" "share_f0_500" "share_f2_500" "share_n0_500" "share_n2_500" "MSI_500" "MPFD_500" "TE_500" "ED_500" "MPS_500" "NumP_500" "share_f0_750" "share_f2_750" "share_n0_750" "share_n2_750" "MSI_750" "MPFD_750" "TE_750" "ED_750" "MPS_750" "NumP_750" "share_f0_1000" "share_f2_1000" "share_n0_1000" "share_n2_1000" "MSI_1000" "MPFD_1000" "TE_1000" "ED_1000" "MPS_1000" "NumP_1000" "hang_location_sp.t" "juliandays.t" "shade.t" "hang_location.t"
86 35 "unbelegt" 0 28.571428571 28.571428571 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 87 161 "E" "NS" "Vollschatten" "TRUE" "Haus" "Fenster" 0 "TRUE" "FALSE" "TRUE" NA NA NA NA 844 "Zentrum" 4525331 5689823 249.7687717 317.7205262 191.9318652 452.6054381 8.39164e-05 0 1.380635522 0 1.523286 0.798692 3386.58459 0.017256784 39249.31307 5 9.385589229 2.996636012 13.85930419 1.001683879 1.7392685 1.4156855 16894.2466 0.021516093 39259.55866 20 18.44520149 7.413042211 25.83758931 5.146649903 1.51205873 1.408873492 43134.41526 0.024413398 28044.97987 63 22.42763587 11.73797731 33.58867995 7.177856652 1.55080699 1.364181068 81573.99478 0.025969245 28044.97987 103 "ClassD" 16 "Fully_shaded" "House"
89 33 "unbelegt" 0 42.424242424 42.424242424 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 77 155 NA NA "Halblicht" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "FALSE" "FALSE" NA NA NA NA 1198 "Subzentrum" 4525071 5690115 207.4096641 422.1902544 207.4096641 225.6309773 1.52879539 0 1.52879539 1.086751644 1.7691325 1.43343 2601.09476 0.013254218 49061.64133 4 19.30796921 2.644771276 23.48906359 11.7745041 1.781489048 1.421838571 18509.75369 0.023573563 37390.05586 21 24.91572367 11.37558093 39.38262762 11.43117944 1.501719531 1.376153281 44919.06476 0.025423482 27606.77639 64 28.26500533 14.17031667 39.07581671 14.52430659 1.580631633 1.387691939 81023.17879 0.025793892 27606.77639 98 "ClassB" 10 "Partly_shaded" "Garden_or_allotment"
90 31 "unbelegt" 0 29.032258065 29.032258065 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 92 160 "W" "NS" "Halbschatten" "FALSE" "Haus" "Balkon" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 1388 "Subzentrum" 4524886 5690170 95.47222783 509.3166994 95.21053197 302.8277572 14.4635764 0 15.88174733 0 1.314876 1.373732 4428.07051 0.022563812 19624.65653 10 30.54109163 0 35.24385608 9.998894472 1.889721667 1.413998333 21127.28703 0.026907189 43621.73184 18 32.91842884 7.942835464 44.38072394 16.25313723 1.585207937 1.367648413 48853.38408 0.027650245 28044.97919 63 32.74685859 14.04508606 43.59443669 17.54620214 1.609889406 1.377201287 82251.41094 0.026184902 28044.97919 101 "ClassA" 15 "Partly_shaded" "House"
91 32 "unbelegt" 0 28.125 28.125 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 96 160 NA NA "Halblicht" "TRUE" "Hausgarten" "Baum/Strauch" 0 "FALSE" "FALSE" "FALSE" NA NA NA NA 14099 "Laendlicher Raum" 4515848 5679917 85.88934683 0 21.07396589 21.07396589 48.99458926 51.00541074 52.31412705 7.521841196 1.444818947 1.441454737 8179.99365 0.041682226 10328.7666 19 76.7332308 21.82268907 79.16663903 3.180868061 1.82127375 1.40112625 17487.31975 0.022271417 49074.44832 16 84.49339275 11.67856924 89.00067665 1.496408485 1.502728723 1.406014681 30488.3483 0.017255924 37592.20707 47 83.97821285 8.781668692 90.39801178 0.917056008 1.54880973 1.380212432 47963.04811 0.015270532 37592.20707 74 "ClassB" 15 "Partly_shaded" "Garden_or_allotment"
92 32 "unbelegt" 0 28.125 28.125 7.9 1 1 0 0 1 4 100 0 0 0 0 25 25 75 71 160 NA NA "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" 0 "TRUE" "FALSE" "FALSE" "Andere" "Hoch (>2m)" "Beregnet" "Aus 2 oder mehr Richtungen" 1376 "Subzentrum" 4526933 5688442 69.35185366 156.4187884 69.35185366 1277.88596 31.94328336 3.035584024 42.06679837 0 1.425207 1.353199 6267.35731 0.031936138 19624.65653 10 41.65806349 6.518242597 50.33401398 0 1.888055333 1.358758 23646.52172 0.030115623 52346.07821 15 37.69360184 9.635279469 46.8238985 0 1.647805517 1.419882414 51432.44552 0.029109952 30462.65055 58 34.55072092 9.01022244 47.26254849 0 1.607299912 1.383920796 92309.09448 0.029386785 30462.65055 113 "ClassB" 15 "Partly_shaded" "Backyard_or_park"
93 29 "belegt" 72.413793103 62.068965517 0 8.82 1 1 0 0 1 166 NA NA 1 28.31 19.88 7.83 27.71 72.29 92 161 "S" "WO" "Vollschatten" "TRUE" "Hausgarten" "Holzige Gegenstände" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 5814 "Surburban" 4522768 5684820 184.8518737 0 199.1868499 285.7516115 3.40794043 54.95082182 2.201755547 0 1.400611765 1.409583529 6999.75668 0.035668174 11543.91561 17 18.69720486 35.64039834 22.05554585 2.152602832 1.901207 -0.001325 26580.56865 0.033852353 26173.03911 30 31.07620101 30.55222702 33.62690907 3.689210975 1.636937907 1.401756628 56169.25354 0.031790911 20544.57828 86 29.21231368 34.78316851 33.78939699 9.931941887 1.614220915 1.397299739 105051.7377 0.033443431 20544.57828 153 "ClassE" 16 "Fully_shaded" "Garden_or_allotment"
94 31 "unbelegt" 0 25.806451613 25.806451613 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 74 161 NA NA NA "TRUE" "Haus" "Balkon" NA "TRUE" "FALSE" "TRUE" NA NA NA NA 2444 "Subzentrum" 4525710 5687154 64.29708125 466.6958194 64.29708125 113.311034 10.49216497 0 8.355101256 13.91563837 1.461626364 1.383498182 6415.52674 0.032691154 17840.59685 11 14.81195587 0.447775401 15.46430795 21.05425198 1.884265417 1.420730833 24986.0258 0.031821582 32716.2991 24 21.57697749 9.795560532 24.73341507 15.8979378 1.546736634 1.388404653 61534.91896 0.034827793 17493.40329 101 20.11278904 10.81465778 25.15967867 20.33552297 1.585782444 1.378646815 98094.81516 0.031228681 17493.40329 135 "ClassA" 16 NA "House"
95 35 "belegt" 11.428571429 34.285714286 22.857142857 12.7 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 88 162 "S" "WO" "Halbschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" "Apfel/Birne" "Hoch (>2m)" "Trocken" "Aus weniger als 2 Richtungen" 3078 "Subzentrum" 4524437 5686992 153.9230878 0 86.20393781 188.2773218 11.84862978 72.45126119 21.68948175 3.958853044 1.727422857 1.433981429 7328.02988 0.037340933 14017.61181 14 8.877302627 43.40398029 13.69944804 32.02373248 2.158978889 1.406048333 23177.68619 0.029518526 43621.73184 18 13.0967802 29.26278714 18.3294816 39.5963819 1.721528243 1.442147162 52352.13415 0.029630481 23876.13152 74 15.63853923 23.38996391 22.11376958 44.53827549 1.682714677 1.412258468 91359.45807 0.029084467 23876.13152 124 "ClassB" 17 "Partly_shaded" "Garden_or_allotment"
96 33 "belegt" 3.0303030303 24.242424242 21.212121212 12.4 1 1 0 0 1 8 28.57 71.43 0 0 0 12.5 12.5 87.5 85 160 "E" "NS" "Halbschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" "andere Rosaceae" "Hoch (>2m)" "Beregnet" "Aus allen Richtungen (frei hängend)" 9956 "Laendlicher Raum" 4535999 5690899 52.28358873 0 52.28358873 295.7839884 41.30487192 56.89482877 39.03630539 0 1.502275 1.383868333 3989.20762 0.020327528 32707.76089 6 51.68637586 30.18315379 57.76184786 1.319508022 1.9479716 1.4161076 25152.31507 0.032033365 31407.64693 25 59.14972838 24.50802552 67.11662268 0.586397029 1.498985733 1.406474267 46134.17155 0.026111213 23557.78309 75 60.51095276 23.92560275 72.92086182 0.893340471 1.553504965 1.412102553 86143.63406 0.027423999 23557.78309 141 "ClassB" 15 "Partly_shaded" "Garden_or_allotment"
98 30 "unbelegt" 0 23.333333333 23.333333333 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 64 159 "E" "NS" "Halbschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 1656 "Subzentrum" 4524789 5690529 65.03384709 393.7713333 65.03384709 119.1240838 26.55102628 0 22.9134576 17.99426725 1.761995 1.431098333 7749.67851 0.039489499 16353.88044 12 26.43547074 2.973682094 27.99797082 38.08037872 1.905158947 1.386291053 22091.83511 0.028135613 41325.85122 19 29.19341871 9.392008839 39.0639054 34.3413413 1.668941176 1.374179804 44825.15976 0.025370333 34643.79867 51 27.41622826 14.51645518 37.12750497 29.58250553 1.607941633 1.440007245 79408.56478 0.025279876 34643.79867 98 "ClassB" 14 "Partly_shaded" "Garden_or_allotment"
100 32 "belegt" 25 68.75 43.75 9.63 1 1 0 0 1 38 NA NA 0 0 0 68.42 68.42 31.58 91 155 "W" "NS" "Volllicht" "TRUE" "Haus" "Fenster" 0 "TRUE" "TRUE" "FALSE" NA NA "Beregnet" "Aus weniger als 2 Richtungen" 2488 "Subzentrum" 4528613 5689358 32.32189523 60.34443161 4.034108302 590.3991838 15.24518107 9.852762684 24.08854197 0 1.455351333 1.383391333 7976.45839 0.040645085 13083.10436 15 13.8925752 2.660713677 18.74442227 0 2.325779286 1.449952857 24795.3174 0.031578701 56085.0838 14 12.80918676 7.279149821 19.05175822 1.866939066 1.497159467 1.368640533 57106.49032 0.032321372 23557.78309 75 13.74352683 10.6004866 20.03210335 1.793245259 1.54487876 1.37250438 95456.45962 0.030388755 23557.78309 121 "ClassD" 10 "Fully_sunlit" "House"
103 33 "unbelegt" 0 39.393939394 39.393939394 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 94 159 "N" "WO" "Vollschatten" "FALSE" "Haus" "Fenster" 5 "TRUE" "FALSE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 3252 "Subzentrum" 4529036 5691027 2.365884109 163.4273388 2.365884109 644.7317703 19.70831883 5.84768882 19.70831883 0 1.521275714 1.408624286 5308.49295 0.027050119 28035.22362 7 16.96362964 16.40841419 19.69176063 0 2.014032857 1.400780714 18334.33988 0.02335016 56085.0838 14 18.68534989 14.45784314 28.31414367 1.268985153 1.563887 1.4229465 44736.12743 0.025319942 29447.22887 60 19.33981632 16.88011597 28.67402827 4.121517456 1.550692273 1.393307636 83549.67973 0.026598208 29447.22887 110 "ClassD" 14 "Fully_shaded" "House"
104 35 "unbelegt" 0 34.285714286 34.285714286 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 83 159 "S" "WO" "Vollschatten" "TRUE" "Haus" "Dachterrasse" 4 "TRUE" "FALSE" "TRUE" NA NA NA NA 2831 "Subzentrum" 4525386 5692292 120.825857 194.0248053 140.1536671 889.8799569 20.28133689 2.219093453 17.53516592 0 1.640804667 1.648664667 6652.80937 0.033900259 13083.10436 15 12.84939001 6.15228238 17.13127814 0 2.333090556 1.431230556 26088.85832 0.033226123 43621.73184 18 13.60932369 6.928317086 19.54509742 0 1.612649437 1.427022113 54939.49078 0.031094884 24884.98214 71 15.25318826 9.739793414 20.78188512 0.417765154 1.612076273 1.399076545 92146.009 0.029334867 24884.98214 110 NA 14 "Fully_shaded" "House"
105 32 "unbelegt" 0 28.125 28.125 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 104 173 NA NA "Volllicht" "FALSE" "Hinterhof" "Baum/Strauch" NA "TRUE" "TRUE" "FALSE" NA NA NA NA 23549 "Laendlicher Raum" 4548065 5680986 42.28191488 0 42.28191488 111.9012991 34.55077649 54.73682947 54.23650099 1.63184244 1.394595789 1.377144211 8380.49638 0.042703914 10328.7666 19 49.88209196 37.97704317 64.5212746 1.204804396 1.806484324 1.41665 30278.30536 0.038561699 21221.38306 37 65.87324326 22.2147066 76.32546877 1.762255121 1.51129383 1.218105319 51965.29202 0.029411535 18796.10353 94 77.61051818 13.3267595 83.81688093 2.628451054 1.572574425 1.457994159 67862.68102 0.021604221 18796.10353 113 "ClassB" 28 "Fully_sunlit" "Backyard_or_park"
106 30 "belegt" 40 33.333333333 3.3333333333 9.69 1 1 0 0 1 95 NA NA 1 35.79 15.79 8.42 24.21 75.79 122 196 "N" "WO" "Vollschatten" "FALSE" "Hinterhof" "Carport" NA "TRUE" "FALSE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 8366 "Surburban" 4524421 5681372 125.3439859 78.29957444 125.3439859 362.3397882 10.45713334 17.24182151 19.23345016 0 1.433255 1.409191875 6794.67038 0.03462313 12265.41033 16 37.67137924 18.11528382 55.04188751 1.743946852 1.608797391 1.383187826 20682.35688 0.026340537 34138.74666 23 42.97369909 20.9360975 60.72785416 5.022916085 1.484119744 1.353897436 31885.89649 0.018046914 45303.42903 39 42.4409211 20.52505552 61.67279763 8.586573333 1.529996034 1.373765862 50286.66085 0.016008859 45303.42903 58 "ClassC" 51 "Fully_shaded" "Backyard_or_park"
107 34 "unbelegt" 0 50 50 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 96 160 NA NA "Vollschatten" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "FALSE" "TRUE" NA NA NA NA 4442 "Surburban" 4527481 5685328 113.8273646 0 113.8273646 505.2633292 2.753567936 52.68630786 2.753567936 0 1.651404615 1.474208462 7306.52453 0.03723135 15095.88964 13 9.988180792 40.21845452 16.10212298 0 2.153467222 1.419723889 27612.33491 0.035166385 43621.73184 18 13.58993901 30.51987719 19.85553242 1.509570227 1.509819892 0.613487634 59459.74168 0.033653275 18998.21217 93 19.92235648 28.91610569 26.04054302 3.582942116 1.517947744 1.387571768 104164.6816 0.033161035 18998.21217 164 "ClassB" 15 "Fully_shaded" "Garden_or_allotment"
108 33 "belegt" 12.121212121 27.272727273 15.151515152 9.24 2 1 0 0 1 11 NA NA 1 81.82 72.73 18.18 90.91 9.09 92 160 "W" "NS" "Halbschatten" "TRUE" "Hausgarten" "Schuppenwand" 0 "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 16621 "Laendlicher Raum" 4542604 5687336 148.6653863 0 68.87628367 36.19025383 7.622445845 27.33353044 20.88014145 18.43779149 1.416536923 1.386398846 9658.12814 0.049214253 7547.94482 26 27.79179124 19.57357592 43.24141293 23.10821795 1.548592581 1.486552903 31012.76241 0.039497085 12664.37376 62 28.17714407 18.66001496 40.41951246 26.1923299 1.501724692 1.403254 66569.41012 0.037677235 13591.02871 130 26.55082041 17.49306633 36.0272017 26.67809168 1.527567192 1.396504926 112305.2435 0.0357526 13591.02871 203 "ClassC" 15 "Partly_shaded" "Garden_or_allotment"
109 30 "belegt" 16.666666667 40 23.333333333 10.52 1 1 0 0 1 37 NA NA 1 10.81 8.11 5.41 13.51 86.49 96 160 NA "NS" "Halblicht" "FALSE" "Hausgarten" "Carport" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 11606 "Laendlicher Raum" 4514581 5690684 38.14309701 0 38.14309701 392.4156773 32.96927632 54.86408624 30.56739939 0 1.470438947 1.404725789 8327.16118 0.042432137 10328.7666 19 43.55025601 44.16250275 42.84672649 1.147878775 1.9874345 1.409798 24751.65108 0.031523089 39259.55866 20 44.69802242 40.08468182 50.4158977 1.656911312 1.541848409 1.0790475 51330.1104 0.029052032 20077.65605 88 46.41426526 36.75715743 58.05621408 1.175548631 1.506135379 1.028283561 84960.57633 0.027104119 20077.65605 132 "ClassC" 15 "Partly_shaded" "Garden_or_allotment"
110 32 "unbelegt" 0 43.75 43.75 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 95 159 "S" "WO" "Halbschatten" "TRUE" "Haus" "Balkon" 3 "FALSE" "FALSE" "FALSE" NA NA "Beregnet" "Verdeckt" 2763 "Subzentrum" 4523887 5687952 2.911405854 145.5623073 2.911405854 357.3092287 43.1825506 3.130906045 43.1825506 0 1.73949 1.412883636 7472.07468 0.038074932 17840.59685 11 31.25750381 2.298207369 31.25750381 7.095050263 2.034745333 1.385218667 22857.58288 0.029110851 52346.07821 15 27.61596375 2.360739247 28.81717874 13.99561635 1.572032281 1.402042632 46947.85568 0.026571745 30997.08302 57 26.91142049 7.933584152 32.24790797 17.41677516 1.607979483 1.511989655 90944.47994 0.028952358 30997.08302 116 "ClassA" 14 "Partly_shaded" "House"
112 NA "belegt" NA NA NA 9.86 1 1 0 0 1 45 36.59 63.41 1 17.78 6.67 2.22 8.89 91.11 93 161 "S" "WO" NA "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "andere Rosaceae" NA NA NA 6260 "Surburban" 4520364 5691991 131.0416293 0 76.63942356 64.19415717 6.993330306 60.59938539 17.2217847 22.69130454 1.411785714 1.373204286 7225.13448 0.036816616 14017.61181 14 14.49365053 31.72316983 18.01834885 28.4848203 1.763599655 1.390366207 25942.21388 0.03303936 27075.5577 29 12.08217698 27.28777409 15.93765301 35.46366167 1.435313152 1.366380109 50722.92602 0.028708375 19204.71448 92 14.39069914 25.49139016 18.64103411 38.73933809 1.480838227 1.378965745 87173.40362 0.027751828 19204.71448 141 "ClassB" 16 NA "Garden_or_allotment"
116 33 "unbelegt" 0 69.696969697 69.696969697 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 92 160 NA NA "Halbschatten" "TRUE" "Park" "Baum/Strauch" 0 "TRUE" "TRUE" "FALSE" "Andere" "Hoch (>2m)" "Trocken" "Aus weniger als 2 Richtungen" 2055 "Subzentrum" 4527497 5688024 0 19.88648764 0 1276.706877 27.98947264 46.10203012 76.76213385 0 1.4941325 1.3803025 6545.41434 0.033353013 16353.88044 12 39.29701592 34.45447348 65.11711536 0 1.788462778 1.381746667 21487.78507 0.02736631 43621.73184 18 48.77599212 17.66654356 65.37391859 0 1.498863382 1.360013971 53522.85802 0.030293093 25982.849 68 48.05725995 11.83855565 61.24570241 0 1.540320536 1.612981339 95761.13678 0.03048575 25982.849 112 "ClassB" 15 "Partly_shaded" "Backyard_or_park"
117 33 "belegt" 9.0909090909 27.272727273 18.181818182 9 2 2 1 0 1 4 66.67 33.33 0 0 0 25 25 75 109 197 "E" "NS" "Halbschatten" "TRUE" "Hausgarten" "Mauer" NA "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus weniger als 2 Richtungen" 7649 "Surburban" 4533427 5691865 175.7814566 0 132.6106074 466.0273597 7.474378774 64.49252703 19.80951135 0 1.599254444 1.398788889 5620.78879 0.028641463 21805.17393 9 34.57645707 35.24084614 46.68357455 0.284112643 1.963687083 1.41133875 24930.2043 0.03175049 32716.29888 24 42.80369529 24.60223176 55.73921615 5.402853632 1.715206338 1.451928451 53996.15227 0.03056097 24884.98214 71 42.8394423 20.88184705 53.08481838 9.389083863 1.686661583 1.414002917 92329.41279 0.029393254 24884.98214 120 "ClassD" 52 "Partly_shaded" "Garden_or_allotment"
118 34 "belegt" 14.705882353 35.294117647 20.588235294 9.08 1 1 0 0 1 35 63.64 36.36 0 0 0 5.71 5.71 94.29 92 160 "S" "WO" "Volllicht" "TRUE" "Haus" "Balkon" 2 "TRUE" "TRUE" "TRUE" NA NA "Beregnet" "Aus 2 oder mehr Richtungen" 2790 "Subzentrum" 4525490 5692276 127.1952891 189.978969 139.8987346 871.6285262 17.91986075 1.743239645 15.62602059 0 1.550418571 1.398965 6352.44395 0.032369708 14017.61181 14 14.14752362 3.504637513 19.57014135 0 2.227887778 1.404542222 25458.72047 0.032423595 43621.73184 18 11.16867246 5.481417347 16.20207163 0 1.600588841 1.256514783 53185.05976 0.030101904 25606.28597 69 13.67656263 8.865798165 19.05049167 0.336471515 1.617878095 1.381472667 89997.1825 0.028650784 25606.28597 105 "ClassA" 15 "Fully_sunlit" "House"
119 31 "belegt" 22.580645161 22.580645161 3.2258064516 8.36 1 1 0 0 1 64 NA NA 1 35.94 29.69 3.12 32.81 67.19 125 194 "W" "NS" "Halbschatten" "TRUE" "Hausgarten" "Carport" NA "TRUE" "TRUE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 15544 "Laendlicher Raum" 4541545 5691580 82.2694769 0 82.2694769 298.7923371 37.32177465 51.69426305 45.33593719 0 1.612246111 1.431105556 8186.4107 0.041714925 10902.58696 18 59.44435272 30.78430629 70.54276231 0.257883844 2.171700556 1.415756111 23936.10533 0.03048443 43621.73184 18 64.08305111 25.06977143 72.44826921 0.539537571 1.581336182 1.378553636 39799.12521 0.022525677 32124.24968 55 70.8474472 20.9729197 76.92077102 0.435480099 1.584398806 1.383244925 53818.36464 0.017133184 32124.24968 67 "ClassC" 49 "Partly_shaded" "Garden_or_allotment"
121 34 "unbelegt" 0 47.058823529 47.058823529 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 74 174 NA NA "Halbschatten" "FALSE" "Hinterhof" "Baum/Strauch" NA "TRUE" "TRUE" "TRUE" "Apfel/Birne" "Hoch (>2m)" NA NA 2966 "Subzentrum" 4523848 5687670 136.1179173 27.4175609 136.1179173 356.9104569 15.54190528 9.358556128 15.54190528 0 1.522239091 1.383547273 6136.49956 0.031269335 17840.59685 11 32.64618557 3.992637812 33.61155682 5.992707602 1.848353478 1.416976957 22659.83364 0.028859002 34138.74666 23 29.97271163 9.621889155 33.62442314 12.51972882 1.542681216 1.320081081 51952.81717 0.029404474 23876.13151 74 26.51299671 12.34685538 32.81576564 16.39731019 1.592476727 1.371322818 87756.69572 0.02793752 23876.13151 110 "ClassB" 29 "Partly_shaded" "Backyard_or_park"
122 31 "belegt" 9.6774193548 51.612903226 48.387096774 9.48 1 1 0 0 1 22 41.67 58.33 1 54.55 40.91 4.55 45.45 54.55 91 159 "W" "NS" "Volllicht" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 2338 "Subzentrum" 4524804 5691484 49.97029453 0 49.97029453 163.6693962 4.467937383 45.94751322 5.362000474 4.765132472 1.442641667 1.429630833 5969.60985 0.030418927 16353.88044 12 6.254491004 26.93606668 8.509550843 30.010588 1.959509 2.0166095 19654.96416 0.025032075 39259.55866 20 5.330042083 19.67544046 9.600073158 36.23418895 1.586622963 1.396470556 42782.63725 0.024214297 32719.14319 54 13.29321592 19.71501629 17.8771104 28.29974478 1.605605263 1.376431579 80989.76107 0.025783253 32719.14319 95 "ClassB" 14 "Fully_sunlit" "Garden_or_allotment"
123 34 "belegt" 20.588235294 23.529411765 2.9411764706 9.37 1 1 0 0 1 34 NA NA 1 44.12 32.35 8.82 41.18 58.82 96 160 "S" "WO" "Volllicht" "FALSE" "Haus" "Balkon" 4 "TRUE" "TRUE" "TRUE" NA NA NA NA 2073 "Subzentrum" 4526557 5687532 21.19877131 644.8520784 21.19877131 1019.20711 16.21375103 0 25.10801325 0 1.547516471 11.24763529 8001.42066 0.040772284 11543.91561 17 17.25825929 0 32.30958552 0 1.970715294 1.395494118 25344.76775 0.032278467 46187.71607 17 21.40006736 0.484267009 32.09720764 0 1.501286552 1.377671897 49304.08238 0.027905332 30462.65055 58 25.74941377 3.1550597 32.26161086 0 1.53383475 1.42498525 90624.4086 0.028850462 30462.65055 120 "ClassA" 15 "Fully_sunlit" "House"
124 32 "belegt" 25 37.5 12.5 10.89 1 1 0 0 1 37 NA NA 1 70.27 54.05 13.51 67.57 32.43 91 155 "S" "WO" "Volllicht" "TRUE" "Haus" "Balkon" 2 "TRUE" "FALSE" "TRUE" NA NA "Trocken" "Aus 2 oder mehr Richtungen" 3935 "Subzentrum" 4526557 5685649 70.74733428 360.1954852 70.74733428 391.5708819 17.96246157 0 18.81953702 0 1.43571 1.458703571 6616.07054 0.033713051 14017.61181 14 12.70719763 5.207696594 18.51252267 2.334184464 1.948330385 1.464314231 29222.92981 0.037217598 30199.66051 26 15.99126811 12.93138884 22.97025325 10.94160109 1.549217544 1.394753684 70742.34865 0.040039053 15498.54151 114 21.33229481 16.94572736 28.39657767 16.08840142 1.579198302 1.393319937 114419.3083 0.036425616 15498.54151 159 "ClassA" 10 "Fully_sunlit" "House"
125 34 "unbelegt" 0 38.235294118 38.235294118 16.7 1 0 0 0 0 NA NA NA NA NA NA NA NA NA 90 160 "N" "WO" "Halbschatten" "TRUE" "Kleingarten" NA 0 "TRUE" "TRUE" "TRUE" NA NA NA NA 4696 "Surburban" 4528434 5685467 137.5752906 0 121.5302929 184.4602608 10.87680338 60.55526869 22.53815479 3.393772455 1.663709375 1.540541875 7287.41062 0.037133952 12265.41033 16 16.52828442 41.15579457 32.52671154 2.205590938 1.938478182 1.387891818 26126.57566 0.033274159 35690.50787 22 17.26039943 39.36188794 29.58196256 5.127326027 1.524694787 1.410703085 56916.00191 0.032213559 18796.10353 94 15.68432173 39.89853187 28.76982237 4.399855538 1.508365302 1.38840604 92926.73509 0.029583413 18796.10353 149 NA 15 "Partly_shaded" "Garden_or_allotment"
126 35 "belegt" 14.285714286 34.285714286 20 9.48 1 1 0 0 1 46 71.43 28.57 1 13.04 8.7 15.22 23.91 76.09 92 160 NA NA "Volllicht" "FALSE" "Hausgarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Andere" "Normal" "Beregnet" "Aus 2 oder mehr Richtungen" 12191 "Laendlicher Raum" 4538161 5691547 50.27362844 0 50.27362844 639.6451706 33.37995815 66.62004185 41.25196021 0 1.42746 1.307345 3893.75949 0.01984116 49061.64133 4 44.1012281 54.18933918 54.9661536 0 1.703691 1.375225 14059.10752 0.017905331 78519.11732 10 57.99391855 39.53934769 65.22193548 0.317607148 1.531115758 1.414954242 28302.04274 0.016018509 53540.41612 33 58.99969023 35.2422072 69.80725962 1.18344211 1.503651772 1.429647595 56293.37432 0.017921109 53540.41612 79 "ClassB" 15 "Fully_sunlit" "Garden_or_allotment"
129 33 "unbelegt" 0 36.363636364 36.363636364 NA NA NA 0 0 0 NA NA NA NA NA NA NA NA NA 73 160 NA NA "Vollschatten" "FALSE" "Kleingarten" "Baum/Strauch" 0 "TRUE" "TRUE" "TRUE" "Apfel/Birne" "Hoch (>2m)" "Trocken" "Aus weniger als 2 Richtungen" 3847 "Subzentrum" 4524160 5686258 11.86119287 0 11.86119287 82.98453248 34.98430005 45.82738709 36.94060088 19.33650721 1.6024575 1.416295625 8294.12778 0.042263811 12265.41033 16 18.00668033 39.32579702 26.01449539 42.94085942 1.869264583 1.412764583 22770.90531 0.02900046 32716.29888 24 10.44960039 31.96281389 20.7571761 52.99380227 1.667146078 1.382707647 43972.74121 0.024887877 34643.79867 51 8.773222595 32.81118333 21.82540982 51.13137339 1.710669011 1.488274396 75692.83159 0.024096965 34643.79867 91 "ClassB" 15 "Fully_shaded" "Garden_or_allotment"
